id,original_txt,wrong_ids,correct_txt
10093,,,"2018年，省工商联未按规定使用公务卡，以现金支付差旅费、办公费、培训费26,119.82元。"
10094,,,"2018年度会议费预算985,500元，实际支出1,093,449元，超预算支出107,949元；培训费预算848,200 元，实际支出955,833元，超预算支出107,633元。超预算共计215,582元。"
10095,,,"该中心2018年委托业务费、福利费、租赁费财政预算5,816,211.18元，实际支出5,899,437.40元，超预算支出83,226.22元。"
10096,,,"其中：省住房中心培训费无预算，实际支出2,000元；省建设工程造价总站公务用车运行维护费无预算，实际支出45,905.37元；省政务中心培训费和公务用车运行维护费无预算，实际支出44,941.27元。"
10097,,,其中：省住建厅医疗补助等3项支出金额账表不一致；省服务中心基本工资等21项支出金额账表不一致；省住房中心津贴补贴等12项支出金额账表不一致；省建设教育培训中心培训费等4项支出金额账表不一致；省建设标准设计站会议费等5项支出金额账表不一致。
10098,,,2016年至2019年5月，学校2号教学楼、4号公寓楼完成投资3900万元，图书馆完成改造投资6858万元。较大的在建工程还有8个项目，共涉及投资8.39亿元。基建项目资金来源匮乏，2019年通过政府债务贷款3亿元，还有5.39亿元的资金缺口，形成较大债务风险。
10099,,,"2．纵向科研“野菜栽培及深加工技术研究” 项目决算不实，实际支出37,742元，决算反映支出53,264.70元，虚报支出15,522.70元。"
10100,,,"2009年5月至2016年7月，,违规发放73人水电补贴187,200元，其中2013年至2016年7月50,700元。"
10101,,,"根据《陕西省房屋震后建筑重建抗震设防暂行规定》3.3.12条“6、7度地区多层砌体房屋应优先采用现浇钢筋混凝土楼、屋盖”的规定,岐山县政府应对其他灾后重建项目严格按照抗震设防规定进行建设, 以达到抗震设防要求。 "
10102,,,"违反《陕西省物价局、省财政厅关于减免我省地震灾区部分行政事业性收费的通知》（陕价行发〔2008〕76号）第一条：“免收因地震破坏需要灾后重建的一切建筑物的城市基础设施配套费、工程定额测定费、建设工程质量监督费、防空地下室易地建设费、河道工程修建维护管理费。”的规定。对此问题，岐山县政府应督促收费单位严格执行“陕价行发〔2008〕76号”文件规定的行政事业性收费减免政策, 违规收费应予以退还，保证国家灾后重建政策落实。"
10103,,,"审计提出问题后,岐山县敬老院在之后支付的工程款860,000元按规定程序执行。"
10104,,,"根据《建设项目审计处理暂行规定》（审投发〔1996〕105号）第十四条:“工程价款结算中多计少计的工程款应予调整”的规定, 对审计核减的工程价款644,018.16元,建设单位应在支付工程款时予以扣减。"
10105,,,"2011至2014年6月底，莲湖联社未对陕西亿润经贸有限公司、陕西博瑞实业有限公司等8户企业及其关联企业进行统一授信，造成部分基层信用社发放关联多头贷款共计21,540万元，截至2014年底余额21,464万元。如莲湖联社未对陕西亿润经贸有限公司及其关联企业陕西新亿润物业管理有限公司进行统一授信，导致西关信用社2013年9月向陕西亿润经贸有限公司发放贷款6000万元，土门信用社2014年3月向陕西新亿润物业管理有限公司发放贷款1950万元。不符合《陕西省农村信用社贷款管理暂行办法》（陕信联发〔2004〕45号）第十二条“信用社对在其他信用社已有贷款的同一借款人或关联企业授信，要严格审查、审核，实施统一授信管理，防止多头贷款”的规定。"
10106,,,莲湖联社土门信用社于2014年5月向伟合（西安）实业有限公司发放流动资金贷款1000万元，经查，该笔贷款实际用途为“科技企业加速器草堂二区建安工程”，属于固定资产项目投资。不符合《流动资金贷款管理暂行办法》（银监会令2010年第1号）第九条“流动资金贷款不得用于固定资产、股权等投资”的规定。
10107,,,抽查发现，2011至2014年，莲湖联社违规向吸纳下岗失业人员比例不符合条件的陕西德瑞冷暖设备工程有限公司等20户企业发放享受财政贴息政策的劳动密集型企业贷款共计6350万元，截至2014年底余额6321万元。如2014年4月莲湖联社土门信用社向陕西德瑞冷暖设备工程有限公司发放劳动密集型企业贷款400万元，期限2年，该公司“劳动密集型小企业吸纳下岗失业人员认定证明”中职工人数为10人，当年吸纳下岗失业人员人数为3人；经核实，该公司实际工资表人数为38人，当年吸纳的3名下岗失业人员仅占职工总数的8%。不符合《关于进一步改进小额担保贷款政策推动创业促业就业工作的通知》（西银管发〔2009〕42号）第三条“企业当年招用符合贷款条件的下岗失业人员……达到现有职工总数30%（超过100人的企业达到15%）以上，并与其签订一年以上劳动合同，个人或企业为其缴纳社会保险的，企业可以向市劳动部门、财政部门申请劳动密集型企业认定”的规定。
10108,,,抽查发现，西安益邦房地产公司法定代表人尚鑫、总经理王玉春及其关联企业陕西益丰置业管理有限责任公司法定代表人尚游，于2014年10月分别从莲湖联社沣惠路信用社取得享受财政贴息政策的下岗失业人员创业促就业贷款8万元，共计24万元。经查，西安益邦房地产公司成立于2008年，陕西益丰置业管理有限公司成立于2003年，上述3人早已实现就业，西安市莲湖区人力资源和社会保障局审核不严，莲湖联社沣惠路信用社审查不力，造成上述3人违规取得财政贴息的下岗失业人员创业促就业贷款24万元。不符合《陕西省创业促就业小额担保贷款实施办法》（西银发〔2012〕128号）第四条“在法定劳动年龄内，诚实守信，具备一定劳动技能和创业能力的登记失业人员、复原退役军人、大中专毕业生、留学回国人员、农村富余劳动力或合伙经营与组织起来就业的以及劳动密集型小微企业可以申请小额贷款”的规定。
10109,,,"2011至2012年，莲湖联社前十大户贷款余额超过资本总额的150%，贷款集中度不符合规定。分别为：2011年底，西安西大房地产开发有限责任公司等前十大户贷款余额总计37,400万元，超过莲湖联社资本总额7151.33万元的150%；2012年底，西安市土地储备中心浐灞分中心等前十大户贷款余额总计46,300万元，超过莲湖联社资本总额27,405.83万元的150%。不符合《陕西省农村信用社贷款管理暂行办法》（陕农信联社发〔2004〕45号）第九条“对最大十户贷款余额不得超过资本总额的150%”的规定。"
10110,,,"陈仓联社2011年末各项贷款余额为237,053.19万元（含贴现资产），不良贷款余额（五级分类）为23,534.17万元，实际计提专项损失准备为12,944.41万元，拨备覆盖率为55%，未达到监管标准。"
10111,,,"陈仓联社2011年末各项贷款余额为237,053.19万元，按规定应以不低于1%的比例计提一般风险准备，即应计提2,370.53万元，实际计提1,350.84万元，少计提1,019.69万元。"
10112,,,"陈仓联社2011年度发放职工薪酬20,552,135.75元，当年应代扣代缴个人所得税1,753,350.89元，2011年末实际账面反映代扣代缴个人所得税969,620.22元，截止审计日，少代扣代缴674,302.26元（2012年3月10日补缴2011年度应代扣缴的个人所得税109,428.41元）。"
10113,,,"2014年省美术馆将省美术家协会转入的《陕西美术》办刊经费1,210,301.03元，用于办公楼装修改造及公务支出等。"
10114,,,"2016年12月，省美协未报经省机关事务管理局、省财政厅审批，对拆除房屋未进行资产核销处理；拆迁补偿的两套卧龙小区房屋在拆迁协议书中反映的价值为954,240元，省美协仅按 224,063.7元计入固定资产，少反映固定资产730,176元。"
10115,,,"省美协2010年对拆迁补偿的上述两套住宅进行装修，支出156,492元，自装修后长期闲置，家具、家电无人管理，年久损耗，造成损失浪费。"
10116,,,在多家信托机构对海发药业发起诉讼后，经相关法院查明：谢XX指使他人伙同福建医科大学附属协和医院（以下简称“协和医院”）财务负责人、嘉实财富工作人员共同伪造海发药业应收协和医院账款18亿元的虚假证据（实际2016年1月至2019年5月，协和医院向海发医药的采购总金额仅为592.57万元），在2017年至2018年间海发药业以对协和医院的虚假应收账款18亿元做抵押，向西部信托等多家信托和私募机构融资。此案已转入刑事调查，民事诉讼追偿资金、资产尚未启动。违约事件发生后，西部信托于2019年9月对涉及海发医药的三个项目进行了内部专项审计，并提出了处置意见，建议对涉嫌证据造假的该项目负责人启动司法调查。
10117,,,西部信托2019年在工资总额之外违规发放津补贴共计2184.05万元，少缴纳企业所得税614.53万元，其中：发放通讯补贴108.65万元，发放车辆补贴334.46万元，为员工办理福奈特洗衣卡27.8万元（每人1000元/年），发放营销个人提成1713.14万元。另外，还为335人发放工装费274.08万元。
10118,,,其中西部信托总部2019年度在职工福利费中列支员工餐费153万元，浙江分部在福利费中列支员工餐费33.6万元。
10119,,,西部信托2017—2019连续3年与西安市新城区乐乐居餐厅签订供餐协议，为其职工提供早午餐，涉及金额412.02万元，未经过招投标流程，未见相关招投标文书及文件。
10120,,,经延伸审计陕西人民教育出版社加油卡的去向，该社收到的加油卡由办公室保管。
10121,,,同年10月，由于市场环境发生变化，经多方论证，终止了酒店的住宿业务，该笔投资款又如数收回，但却未冲销原长期投资，而是在“其他应付款”科目挂账至今。
10122,,,同年10月，由于市场环境发生变化，经多方论证，终止了酒店的住宿业务，该笔投资款又如数收回，但却未冲销原长期投资，而是在“其他应付款”科目挂账至今。
10123,,,"省盐务管理局将2005年收回内蒙古吉兰盐场等几家盐场的食盐管理服务费663,220.05元；2003年以前的局基建户结余及购置盐政执法服装款等费用结余70,313.78元，共计733,533.83元长期在往来科目挂账，未做收入。"
10124,,,"省盐务管理局将2005年从省盐业总公司转来的食盐储备资金1,000,000元（此笔款项为省财政1999年拨付至省盐业总公司），购碘费用结余547,067.95元长期在往来科目挂账。"
10125,,,1．省局机关向直属事业单位、主管协学会摊派费用200.8万元
10126,,,2．未按规定为长期聘用人员办理社会保险
10127,,,"省博爱医院行政户2008年至2010年“门面房收入”中有1,487,484元的收入未缴纳税费260,309.70元，其中：房产税178,498.08元、营业税74,374.20元、城市建设维护税5,206.19元、教育费附加2,231.23元。 "
10128,,,"审计库存现金发现，该院财务科、住院部两个部门涉及行政户、收费户和复明户等3个账户，共有库存现金471,500元(日用零钞17万元)，超过财务制度规定限额301,500元。"
10129,,,其中：2013年支付印刷费、广告费71.8万元，2016年支付会员普查费及人文千年工程作品集55.96万元。
10130,,,"2013年，建科大应代扣代缴教职工个人所得税1,982,955.6元，实际代扣代缴1,811,477.62元，少代扣代缴171,477.98元。"
10131,,,"2013年，该集团代扣代缴的个人所得税61,060.2元，截至2013年底仍挂账。"
10132,,,截至2018年底，西安财大两名退休校领导仍分别占有两套（144m2、131.7m2）及三套（154.68 m2、246.48 m2、247.07 m2）福利住房。
10133,,,西安财大2018年12月分三笔分别由基本支出调整到项目支出257.43万元、214.72万元、36.41万元，共计508.56万元。
10134,,,2015-2018年挪用济困专项资金1052.83万元用于支付工资、劳务费、研究生培养费、科研课题相关费用等。
10135,,,"长安校区西北角改造工程，2017年4月12日竣工，合同金额316.23万元，截至2019年6月底未进行竣工决算；教师公寓生活区绿化A、B、C标段三个项目2016年10月26日竣工，合同金额共计1,876.19万元，截止2019年6月底未进行竣工决算。"
10136,,,2018年底，西安财大将应计入北校区家属楼项目的建设成本3009.2万元转入道路管网项目，185.22万元转入新校区绿化工程；将应计入教师公寓项目的建设成本共计8870.54万元转入道路管网项目，造成建设项目成本不真实。
10137,,,2016年旬阳县金盛源工贸有限责任公司非法占用土地19.31亩修建砂石厂，2018年该公司再次非法占用耕地9.5亩，旬阳县原国土资源局两次对该公司立案调查并进行处罚。经实地检查，该案件因项目法人代表涉嫌强迫交易罪被县公安局依法逮捕，相关资产被查封扣押，致使涉及的土地仍被非法占用，违建及其他设施未拆除，土地未恢复原状。
10138,,,2018年，职工应缴纳住宅取暖费356.4万元（按建筑面积计算），实际收取176.2万元（按住宅净面积计算），少收取的180.2万元由学校支付。
10139,,,2016年至2019年5月，学校2号教学楼、4号公寓楼完成投资3900万元，图书馆完成改造投资6858万元。较大的在建工程还有8个项目，共涉及投资8.39亿元。基建项目资金来源匮乏，2019年通过政府债务贷款3亿元，还有5.39亿元的资金缺口，形成较大债务风险。
10140,,,2018年12月，未经学校财经委审议，学校将历年滚存2358.04万元和学生济困助学工作费滚存13.52万元调整至事业基金科目。
10141,,,2018年，未报经财经委审议，学校用事业基金7660.66万元弥补收支差额；用年初项目结转结余，冲减本年事业超支9447.99万元。 
10142,,,2018年，学校将代管款项903.78万元一次性转入“其他收入”。
10143,,,2017年，未经财经委审议，学校在基本建设项目之间相互调剂预算860万元、调增二级单位经费预算322万元。
10144,,,经进一步核查发现，共达公司原法定代表人王建华及股东刘波等共11人为学校机电工程学院教师，其中王建华时任校党委委员、机电工程学院院长，现任校党委委员，刘波时任机电工程学院副院长，现法定代表人王玉奇为王建华的父亲。
10145,,,省社保局 2017年末三年以上其他应收款119.97万元，其他应付款346.62万元。
10146,,,"审计抽查发现，西安工业大学实施的“高居里温度驰豫铁电晶体的生长与结构性能研究”项目，决算编制不实，决算反映支出370,300元，实际支出为290,125.95元，虚报决算支出80,174.05元。"
10147,,,2017年至2020年，陕科大未对固定资产进行全面清查盘点。
10148,,,2011年至2012年3月末凤翔联社新发放的贷款中存在106笔贷款利率未按照联社内部文件规定的利率执行，涉及贷款金额618.9万元，截至2012年3月末贷款余额572.29万元。以上贷款截至2012年3月末多收取客户利息18120.9元，少收取客户利息1097.4元。
10149,,,截至2011年末，凤翔联社信贷系统数据中存在159笔贷款借款人证件号码相同但姓名不同，贷款金额合计589.33万元，年末余额580.23万元。如：客户周虎才、周虎财，证件号码均为610322195007242311；客户张纪拜、张纪孝，证件号码均为610322195202151618；客户齐万虎、齐辉，证件号码均为610322195709121133。
10150,,,抽查发现，26笔贷款档案要素不全贷款金额2125.02万元，截至2012年3月末贷款余额2111.82万元，主要表现在缺少企业财务报表、贷后检查报告及相关记录、相关购房合同、他项权利证等。如：陕西恒泰农林科技有限公司300万元贷款，贷款档案缺少财务报表及年度事务所审计报告；宝鸡凤凰城商贸有限公司495万元贷款，贷款档案中缺少企业财务报表、事务所审计报告、验资报告、公司章程等资料。
10151,,,"2011年1至12月，凤翔联社在应付职工福利费中列支并发给职工交通费补助344.65万元，按照《中华人民共和国税收征收管理法》第三十一条“纳税人、扣缴义务人按照法律、行政法规规定或者税务机关依照法律、行政法规的规定确定的期限，缴纳或者解缴税款”的规定，凤翔联社应补缴代扣代缴个人所得税172,325元。"
10152,,,上述行为，不符合财政部、司法部关于印发《监狱体制改革单位财务管理办法》的通知（财行〔2010〕99号）第五条“监狱和监狱企业应当按照有关规定进行清产核资与资产划分。根据清产核资及划分结果，实行监狱和监狱企业财务分账核算与管理”以及第十条“……监狱经费支出不得列入企业费用，监狱企业也不得占用监狱经费”和省监狱管理局《关于印发监狱体制改革中若干费用收支暂行规定》的通知（陕狱经字〔2004〕135号）的规定。
10153,,,"2012年，省政研室在机关财务费用报销中，有616,544.25元的调研费、购汽油、发放工勤人员及临时工工资等支出原始凭证不合规。其中：未列明单价、数量的发票金额30万元，发放工资、补助等无领取人签名金额299,343.25元，无原始凭证金额10,201元，未附购物明细清单金额0.7万元，共计616,544.25元。"
10154,,,截至2012年12月底，“暂存款”科目三年以上长期挂账金额16.64万元，其中：科学规划课题费13.2万元，于2009年7月前全部支出，未做调账处理；公疗费3.44万元，是公费医疗时期财政专项拨款结余资金，2001年医疗改革后，公疗费不再支出，挂“暂存款”科目，未做调账处理。
10155,,,"审计组于5月14日对省政研室机关财务库存现金进行盘点时，现金账面余额347,683.23元，调增收入未入账5000元，调减付出未记账凭证205,616.2元和白条抵库8100元后，账面余额138,967.03元，而实际库存现金54,969.8元，短款83,997.22元。"
10156,,,2013年7月，经国家发改委批复，同意商洛市城市建设投资开发有限公司发行15亿元公司债券，所筹资金全部用于商洛市商丹工业经济园区公共租赁住房等10个保障房建设项目。截至2015年底，城投公司按规定用途支付市惠民小区等5个项目债券资金1.7亿元，其余13.3亿元资金未按照国家发改委批复的用途使用。
10157,,,"2015年，市城投公司将预付商丹工业园区土地出让金31,869.44万元计提利息2029.20万元冲减财务费用，造成虚增当年利润2029.20万元。"
10158,,,2016年，省地税局基建办公室无发票列支费用5.63万元，其中：电力测试费1.35万元，照隆公司工程款4.28万元。
10159,,,"2012年4月24日，省地电房地产公司以受托的中宇资产评估有限责任公司评估的该公司净资产值32,585.95万元作为股权转让基准价（也是成交价），通过西部产权交易所挂牌转让64%股权，其中：转让给陕西煤业化工集团陕南投资开发有限公司32%，转让给天津津滨建泰投资发展有限公司32%，转让股权价款为20,855万元。"
10160,,,"省戒毒局系统2018年预算收入40,448万元，决算收入80,695万元；预算支出40,448万元，决算支出60,631万元。其中省戒毒局机关预算收入2510万元，决算收入17,671万元；预算支出2510万元，决算支出3974万元。追加预算主要系基本建设项目经费、离休人员医疗费和目标责任考核奖等。"
10161,,,省戒毒局机关戒毒业务费预算641.04万元、宝鸡市金河强制隔离戒毒所（以下简称金河戒毒所）对其他个人和家庭补助年初预算379.55万元，均未细化到相关科目。
10162,,,省戒毒局机关、省虢镇强制隔离戒毒所（以下简称虢镇戒毒所）无预算支出展会策划、设计、布局等89.26万元。
10163,,,截至2017年末，长安银行系统存在425笔借新还旧贷款风险分类仍为“正常”，未按规定划入“关注”类，贷款余额共计9.42亿元。 
10164,,,长安银行延安分行于2012年9月向延安市华龙煤业有限公司发放贷款3亿元，贷款到期日为2020年3月25日，约定的还款计划中2019年至2020年合计还款2.26亿元，占贷款金额的75.33%。
10165,,,长安银行对2015年8至10月收到的天安财产保险公司贷款损失信用保险赔款3515.19万元在“其他应付款”科目长期挂账，未按规定记入营业外收入。2018年11月，长安银行将上述资金全额记入营业外收入
10166,,,2017年长安银行总行平均员工数396人，按照规定用于节日慰问的工会经费支出不应超过39.6万元，但长安银行总行用于节日慰问的工会经费支出合计65.99万元，超支26.39万元。
10167,,,截至2017年末长安银行总行“其他应收款”科目三年以上挂账756.63万元未及时清理，其中有600万元是长安银行2010年12月在购置西部城市商业银行计算机联盟后台服务基地项目地块的过程中向西安浐灞生态区管理委员会缴纳的履约保证金，在该地块的土地出让金全部缴纳完毕后，该600万元履约保证金未收回。
10168,,,书画公司对部分书画作品以职工个人名义与拍卖公司签订协议进行处置，拍卖款通过职工个人账户向书画公司转回，共涉及5幅书画作品，金额997.24万元，对拍卖款项的资金流转情况书画公司无法控制。另外，部分书画作品的处置决策与实际执行不一致，2016年4月书画公司总经理办公会议决定通过陕西秦宝斋拍卖有限责任公司对石鲁书画作品《金瓜》进行委托拍卖，实际于2016年6月以职工个人名义委托陕西蔚文堂拍卖有限责任公司进行拍卖。
10169,,,"自2006年至2011年6月底，陕职院共收学生校服款1,808,600元，实际支付学生校服采购价款1,330,810元，应退未退学生校服款477,790元。"
10170,,,"自2006年至2011年6月底，陕职院共收学生被服等公寓物品款4,450,560元, 实际支付供应商货款3,836,772.48元，应退未退学生公寓物品款613,787.52元。"
10171,,,"2010年，陕职院共收到省财政厅下达的奖助学金等专项预算拨款5,006,500元，其中：国家奖学金80,000元，励志奖学金1,150,000元，国家助学金3,625,000元，应征入伍补偿代偿费151,500元。当年未按规定及时发放，并滞留结转下年。"
10172,,,2009年省财政厅无预算下达杨凌示范区标准化养殖实训基地建设补助资金500万元、省杂交油菜中心迁建项目补助资金300万元，杨凌设施农业创业实训基地建设补助资金500万元。
10173,,,2010年省财政厅通过农业综合开发世行贷款专户拨付6个市财政局和省农发办世行贷款农业科技项目管理费415万元，其中：杨凌示范区180万元、铜川市45万元，宝鸡市35万元、西安市20万元、咸阳市25万元、渭南市20万元、省农发办90万元。上述拨款数额无计算依据，存在随意性。
10174,,,2010年，省财政在无预算的情况下从预算内给省国家税务局、西安海关、省军区后勤部等15个非省本级预算单位拨付资金2.78亿元。
10175,,,"2012年3月略阳县人民法院和汉中诚信伟业装饰设计有限公司签订了固定总价合同，合同金额192,533.52元，未采用固定综合单价。"
10176,,,截至2019年12月末，长安信托正式在编人员共计872人，按照监管规定应配备不少于9名内部审计人员，实际仅有6名内部审计人员。
10177,,,2019年4月11日，长安信托以通讯会议的方式召开了第三届董事会第四十八次会议，审议通过了关于公司总裁张金顺辞职的议案。
10178,,,截至2019年末，长安信托未按规定建立抵债资产管理制度，也未明确相应流程。
10179,,,2015年7月13日，长安信托成立新生启程消费信贷集合资金信托计划，期限57个月，2018年7月17日，长安信托股东西安投资控股有限公司认购该项目1亿元。经查，长安信托未将股东西安投资控股有限公司认购上述信托项目情况向省银保监局报备。
10180,,,股份公司疏于工程物资的规范管理，导致钢管（整管）物资自2009年以来长期露天堆放、锈蚀严重，钢管原值735.84万元，处置价318.26万元，差额417.58万元；股份公司物资供应中心未及时采用建设临时雨棚等手段正确履责以减缓物资损毁程度，股份公司有关领导和人员也未正确履责及时处理解决上述问题，造成国有资产损失。
10181,,,截至2019年末，仍未办理土地使用权划转手续，土地所有权权属不清。
10182,,,上述行为违反了省教育厅《陕西省高等学校财务管理办法》（陕教财〔2013〕99号）第十八条“…高等学校所属独立法人单位的财务状况和经营成果、现金流量情况及重大经营事项应当在学校财务报告的财务说明书予以说明”的规定。
10183,,,学校以无形资产入股高科学院，占总投资1.5亿人民币的30%即4500万元。截至2017年，该笔长期投资未见反映。
10184,,,省科学院机关及所属单位未将上年结转结余资金共计7110.15万元纳入当年部门预算。其中：省科学院机关439.26万元，西安植物园2764.77万元，微生物所1698.62万元，生物农业所1569.46万元，动物所638.04万元。
10185,,,2020年，省科学院机关商品和服务支出预算154.67万元，实际支出215.39万元，超预算60.72万元。
10186,,,2020年，西安植物园门票收入123.73万元，未上缴财政。省科学院机关收取高级职称评审费1.24万元，直接用于发放专家职称评审费；动物所收取鉴定费18.65万元，直接用于发放专家鉴定费。
10187,,,2018年12月，微生物所采取租赁方式购买质谱仪1台，租赁期1年，租赁费18万元，未执行政府采购。
10188,,,2017年12月，建工集团将34亿元长期限含权中期票据（永续债）计入所有者权益，造成虚增权益、少计企业负债34亿元。
10189,,,"高速集团西汉分公司等9家分公司2013年度至2019年度机电维修养护工程未经招标确定电子公司、工贸公司为施工单位，涉及金额26,717.32万元；其中电子公司19,204.72万元、工贸公司7512.6万元。"
10190,,,2013至2019年，诚信公司等通过招标承揽西延分公司等防撞护栏维修工程，在收取10%-16%的管理费后违规转分包给该路段分公司工会下设的施工单位，涉及金额5833.77万元。
10191,,,2017年12月，陕西建工集团有限公司将发行的34亿元长期限含权中期票据（永续债）计入所有者权益，造成虚增权益、少计企业负债34亿元。
10192,,,2017年，建工集团所属西安新世纪房地产发展有限责任公司无依据确认主营业务成本343.33万元，造成成本不实。
10193,,,审计发现问题后，建工集团于2018年12月进行账务调整。
10194,,,2018年11月，建工集团对移送事项进行了组织处理，其中：立案审查1件、提醒谈话5人、诫勉谈话6人、党内警告处分1人、责成基层处理1人；对审计报告涉及的大部分问题进行了整改落实，部分事项正在整改。
10195,,,"2017年8月，陕西建筑产业投资集团有限公司与陕西亿杰矿业开发有限公司一致同意，阿拉善联华盛世矿业有限公司全部股权总价值为28,000万元，陕西建筑产业投资集团有限公司以14,280万元收购其51%的股权。该评估报告预测阿拉善联华盛世矿业有限公司2017年7月至12月收入1374万元，财务账面反映实际收入576.04万元，且2017年度累计亏损1866.62万元。"
10196,,,其中，省工信厅系统年终结余未纳入预算3231.39万元、省无委办年终结余未纳入预算2267.01万元。
10197,,,"2016年，省档案馆（局）基本支出与项目支出经费相互挤占，涉及金额157,300元，其中：《长征！长征！》档案图片展布展项目经费挤占基本支出经费130,000元；人员经费挤占项目经费27,300元。"
10198,,,"2016年1月，省档案馆（局）召开年度全省档案工作会议，参会人数221人，决算金额70,929元。其中西安地区参会人员未执行走会制度。"
10199,,,"2016年，省档案馆（局）在非陕西省省级单位定点印刷单位印刷资料，金额19,149元。"
10200,,,经抽查，2014年至2017年6月，省档案馆（局）未严格执行公务卡制度，现金支付印刷费、招待费、办公用品费等33.06万元，其中省档案馆（局）机关19.90万元，《陕西档案》编辑部13.16万元。
10201,,,2017年3月召开的司法行政会议、4月召开的中央专项彩票公益金法律援助项目工作部署会议、2017年国家司法考试陕西考区考务工作会议，3次会议合计支出11.42万元，无会议服务单位提供的费用原始明细单据和电子结算单等凭证。
10202,,,"截止2013年3月底，镇巴县营养改善计划学籍信息管理系统学生人数为20,959人，实际享受营养餐学生人数为20,686人，相差273人。          "
10203,,,"陕中大继续教育学院与西安联合学院联合办学，因西安联合学院欠陕中大继续教育学院管理费，2018年9月和12月陕中大继续教育学院违规收取445名委培学生管理费作为毕业证押金，每人2730元，共计1,215,096元（含利息246元）。"
10204,,,"2018年2月21至25日，陕中大5人前往俄罗斯执行友好访问并签署相关合作协议任务。2018年3月超标准报销出国费用13,213.50元，其中2人高铁一等座票618元、国内公杂费5636元、国外公杂费4387.5元、住宿费2572元。审计指出该问题后，学校2019年12月6日审计期间已清退超标报销费用12,595.72元，2020年1月13日又清退618元，合计13,213.50元。"
10205,,,抽查发现，陕中大2018年列支会议费4笔，涉及金额49.02万元，无会议审批、会议通知、参会人员签到表、会议预决算等资料。其中1笔超预算3.25万元，1笔违规列支背景板0.36万元。审计指出后，背景板支出款已退回学校计财处。
10206,,,省司法厅自2017年起占用下属单位省戒毒管理局公车1辆，审计结束后归还了车辆。
10207,,,省司法厅公车加油卡基本为一车绑定一加油卡，而2015至2017年期间存在同一卡、同一加油站、同一时间多次加油的问题，涉及金额18.09万元。
10208,,,司法厅干部唐小琴、沈向阳、种贵兴、申从军、何雪峰等5人截至2015年5月在省律师协会领取工资补助的问题被省纪委巡视组发现后，相关人员按巡视意见退还了15.1万元。而巡视组检查结束后唐小琴、沈向阳、申从军、何雪峰4人继续在省律协领取了2015年6月至2016年7月领取的加班费合计13.67万元。审计现场实施结束后，相关人员退回了违规领取的加班费等。
10209,,,实际发放1128.6万元，超发绩效工资160.6万元。
10210,,,定边供水工程早在2011年12月进行了试通水，已建成的7条支管系统已经具备通水条件，可使定边县城及周边乡镇65个行政村饮上黄河水。但截至2013年6月审计时，除定边支管实现向县城城区、贺圈镇和三友、新圈两个行政村供水外，其余建成支管均未供水，处于闲置状态，部分建成支管闲置近2年之久。定边供水续建工程除解决老区人民用水困难问题外，还考虑为满足当地经济发展，规划设计了工业用水量，工业供水量占其设计供水量的一半左右，但截止审计时没有实现工业供水。没有投入使用的主要原因：一是部分零星工程（主要是接通部分行政村的分支管）受当地移民搬迁规划和资金缺口等因素的影响没有全部完工，进而造成整个工程迟迟无法进行竣工验收和移交；二是省建管局只负责项目建设，不是工程管理运营单位，无法对已建成的管网系统进行供水运营。
10211,,,已建成的管道系统需维护管理，因为没有移交运营，仍由建管处看护。截止审计时，该项目已经发生看护费用88.6万元；而且由于供水管道为线性工程，点多线长，设施分散，建设单位因人员经费等原因难以全面对其进行实时监控管理，维护管理困难，而且供水设施长期闲置不利于设备后期正常运行，一些偏远供水点甚至发生围墙大门丢失，管道检查井、阀门井井盖损坏等情况。
10212,,,审计期间，经审计组多次催促，从2013年5月16日审计开始时至7月25日才陆续将送审资料提供完善。
10213,,,省建管局在2013年5月17日提供了该项目基建财务资料，审计通过银行查证发现该项目有部分资金收支在账上没有反映，经询问省建管局后又于2013年7月3日向审计组补充提供了另外一个基建专户的工程前期财务资料；省建管局在2013年6月14日提供的安边支管工程Ⅱ标段地面高程实测结果表，审计发现其测量结果误差较大后，省建管局又向审计组提供该标段的补充地面高程实测结果表。
10214,,,蒲城清洁能源公司按照陕煤集团文件要求直接委托陕煤集团下属的陕西秦源招标有限责任公司负责该项目招标代理业务；按照国家有关规定该项目招标代理机构需要具有甲级工程招标代理业务资格，而陕西秦源招标有限责任公司仅为乙级工程招标代理资格，不能承担该项目招标代理业务。
10215,,,2016年，陕铁院用济困助学金支付演出比赛服装、寒假集训餐费、实训交通、铁路礼仪等费用51.88万元。
10216,,,编制上述财务报表中的资金平衡表、项目进度表及贷款协定执行情况表是你单位的责任，编制专用账户报表是陕西省财政厅的责任，这种责任包括：
10217,,,（1）按照中国的会计准则、会计制度和本项目贷款协定的要求编制项目财务报表，并使其实现公允反映；
10218,,,我们认为，这些资料均符合贷款协议的要求，可以作为申请提款的依据。
10219,,,如1#楼建筑工程招投标、评标资料皆为复印件，且评标报告无招标负责人签字确认；职工住宅1～12#楼桩基工程和四标段缺少商务标电子版；送审资料中未见1#、3#教学楼和四标段工程开、竣工报告。
